assay,std_type,SMILES,std_value,std_units,standard_relation,molecule_chembl_id,activity_type
Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cc(O)ccc2OC)ccc1O,1300.0,nM,=,CHEMBL3969106,active
Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2c(O)cccc2OC)ccc1O,1600.0,nM,=,CHEMBL3672439,active
Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,IC50,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)cc1O,2100.0,nM,=,CHEMBL3958051,active
Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccc(O)c2OC)ccc1O,1900.0,nM,=,CHEMBL3911667,active
Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccc(OC)c2O)ccc1O,5400.0,nM,=,CHEMBL3986412,active
Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,5400.0,nM,=,CHEMBL140,active
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation after 48 hrs by thioflavin T fluorescence assay,IC50,CN(C)c1ccc(-c2cc(=O)c3ccc(OCC(=O)NCCCCCCNc4c5c(nc6ccccc46)CCCC5)cc3o2)cc1,9470.0,nM,=,CHEMBL3922564,active
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation after 48 hrs by thioflavin T fluorescence assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,18250.0,nM,=,CHEMBL140,inactive
Inhibition of human amyloid beta (1 to 42) aggregation incubated for 48 hrs under dark condition by ThT fluorescence assay,IC50,OC[C@@H]1Cc2c([nH]c3ccccc23)CN1Cc1cn(C[C@@H]2Cc3c([nH]c4ccccc34)CN2)nn1,66360.0,nM,=,CHEMBL3883958,inactive
Inhibition of amyloid beta (1 to 42) aggregation (unknown origin) by ThT fluorescence assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,630.0,nM,=,CHEMBL140,active
Inhibition of amyloid beta (1 to 42) aggregation (unknown origin),IC50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,7940.0,nM,=,CHEMBL50,active
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin-T fluorescence assay,IC50,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc1)C2,12200.0,nM,=,CHEMBL3944195,inactive
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin-T fluorescence assay,IC50,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(c4ccc(F)cc4)c4ccc(F)cc4)CC3)cc1)C2,7400.0,nM,=,CHEMBL3925265,active
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin-T fluorescence assay,IC50,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(=O)c4ccoc4)CC3)cc1)C2,10900.0,nM,=,CHEMBL3913721,inactive
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin-T fluorescence assay,IC50,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ncccn4)CC3)cc1)C2,9900.0,nM,=,CHEMBL3951861,active
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin-T fluorescence assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,21810.0,nM,=,CHEMBL140,inactive
"Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).",IC50,CCS(=O)(=O)NC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,1.0,nM,=,CHEMBL1086286,active
"Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).",IC50,O=S(=O)(NC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,14.0,nM,=,CHEMBL1086287,active
"Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).",IC50,CC(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,7.0,nM,=,CHEMBL3659993,active
"Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).",IC50,O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCO[C@@H](CCC(O)CO)[C@@H]1COc1c(F)ccc(F)c12,15.0,nM,=,CHEMBL3659994,active
"Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).",IC50,O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)C1CC1,8.0,nM,=,CHEMBL1090210,active
"Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).",IC50,O=C(C[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)NCC(F)(F)F,25.0,nM,=,CHEMBL3659995,active
"Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).",IC50,CCS(=O)(=O)CC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,10.0,nM,=,CHEMBL3659992,active
"Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).",IC50,O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)C(F)(F)F,27.0,nM,=,CHEMBL1090209,active
"Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).",IC50,O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@]2(O)C1)C1CC1,29.0,nM,=,CHEMBL1778349,active
"Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).",IC50,O=S(=O)(NC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,54.0,nM,=,CHEMBL1085076,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,O=C(/C=C/c1ccc(O)c(OC(F)(F)F)c1)CC(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,210.0,nM,=,CHEMBL3667019,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,440.0,nM,=,CHEMBL3667020,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,COC(=O)CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,520.0,nM,=,CHEMBL3667022,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,COC(=O)CCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,310.0,nM,=,CHEMBL3667023,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,CCOC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,380.0,nM,=,CHEMBL3667024,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,CC(C)(C)OC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,650.0,nM,=,CHEMBL3667025,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,O=C(O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,1300.0,nM,=,CHEMBL3667026,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,CCOC(=O)C(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,140.0,nM,=,CHEMBL3667027,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,COC(=O)CCC(C(=O)/C=C/c1ccc([O-])c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc([O-])c(OC(F)(F)F)c1.[Na+].[Na+],560.0,nM,=,CHEMBL3667028,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,COCOCCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,500.0,nM,=,CHEMBL3667029,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,CN(C)C(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,500.0,nM,=,CHEMBL3667030,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,O=C(/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(CCOCCO)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,700.0,nM,=,CHEMBL3667031,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,COC(=O)COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)cc1OC,140.0,nM,=,CHEMBL3667032,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OCC(=O)O)c(OC)c2)ccc1O,310.0,nM,=,CHEMBL3667033,active
"Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.",IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(C(F)(F)F)c2)ccc1O,130.0,nM,=,CHEMBL3639383,active
