assay,std_type,SMILES,std_value,std_units,standard_relation,molecule_chembl_id
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1,39.0,%,=,CHEMBL3398303
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(O)c2c(=O)cc(C(=O)NCCCCN(C)Cc3ccccc3OC)oc2c1,47.5,%,=,CHEMBL3398304
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1OC,51.0,%,=,CHEMBL3398305
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1N(C)C,25.6,%,=,CHEMBL3398306
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccc(N(C)C)cc1,37.1,%,=,CHEMBL3398307
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,C#CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1OC,22.4,%,=,CHEMBL3398308
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(O)c2c(=O)cc(C(=O)NCCCCN3CCOc4ccccc4C3)oc2c1,40.9,%,=,CHEMBL3398309
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCN(C)Cc3ccccc3)oc2c1,33.5,%,=,CHEMBL3398310
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1,28.6,%,=,CHEMBL3398311
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCN(C)Cc3ccccc3OC)oc2c1,43.9,%,=,CHEMBL3398312
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1OC,58.2,%,=,CHEMBL3398313
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCNC(=O)c1cc(=O)c2c(O)cc(O)cc2o1)Cc1ccccc1OC,35.1,%,=,CHEMBL3398314
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(O)cc2o1)Cc1ccccc1OC,37.8,%,=,CHEMBL3398315
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cc(O)cc2o1)Cc1ccccc1OC,39.4,%,=,CHEMBL3398316
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(N(C)C)cc2o1)Cc1ccccc1OC,41.1,%,=,CHEMBL3398317
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(N(C)C)cc2o1)Cc1ccccc1N(C)C,40.8,%,=,CHEMBL3398318
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CN(CCCNC(=O)c1cc(=O)c2c(O)cccc2o1)Cc1ccccc1,43.9,%,=,CHEMBL3398319
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1ccccc1CN(C)CCCNC(=O)c1cc(=O)c2c(O)cccc2o1,50.6,%,=,CHEMBL3398320
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1ccccc1CN(C)CCCCNC(=O)c1cc(=O)c2c(O)cccc2o1,49.3,%,=,CHEMBL3398321
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCNC(=O)c1cc(=O)c2c(O)cccc2o1)Cc1ccccc1OC,48.7,%,=,CHEMBL3398322
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cccc2o1)Cc1ccccc1OC,59.2,%,=,CHEMBL3398323
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cccc2o1)Cc1ccccc1OC,63.0,%,=,CHEMBL3398324
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,5.0,%,<,CHEMBL502
Inhibition of self-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,43.1,%,=,CHEMBL116438
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(O)c2c(=O)cc(C(=O)NCCCN(C)Cc3ccccc3)oc2c1,24.3,%,=,CHEMBL3398298
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1,31.5,%,=,CHEMBL3398299
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(O)c2c(=O)cc(C(=O)NCCCN(C)Cc3ccccc3OC)oc2c1,28.7,%,=,CHEMBL3398300
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1OC,27.2,%,=,CHEMBL3398301
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(O)c2c(=O)cc(C(=O)NCCCCN(C)Cc3ccccc3)oc2c1,35.3,%,=,CHEMBL3398302
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1,34.1,%,=,CHEMBL3398303
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(O)c2c(=O)cc(C(=O)NCCCCN(C)Cc3ccccc3OC)oc2c1,36.3,%,=,CHEMBL3398304
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1OC,38.9,%,=,CHEMBL3398305
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1N(C)C,20.0,%,=,CHEMBL3398306
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccc(N(C)C)cc1,28.8,%,=,CHEMBL3398307
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,C#CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1OC,21.5,%,=,CHEMBL3398308
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(O)c2c(=O)cc(C(=O)NCCCCN3CCOc4ccccc4C3)oc2c1,35.0,%,=,CHEMBL3398309
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCN(C)Cc3ccccc3)oc2c1,37.1,%,=,CHEMBL3398310
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1,42.6,%,=,CHEMBL3398311
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCN(C)Cc3ccccc3OC)oc2c1,48.1,%,=,CHEMBL3398312
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1OC,52.0,%,=,CHEMBL3398313
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCNC(=O)c1cc(=O)c2c(O)cc(O)cc2o1)Cc1ccccc1OC,18.1,%,=,CHEMBL3398314
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(O)cc2o1)Cc1ccccc1OC,32.1,%,=,CHEMBL3398315
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cc(O)cc2o1)Cc1ccccc1OC,28.7,%,=,CHEMBL3398316
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(N(C)C)cc2o1)Cc1ccccc1OC,36.9,%,=,CHEMBL3398317
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(N(C)C)cc2o1)Cc1ccccc1N(C)C,30.7,%,=,CHEMBL3398318
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CN(CCCNC(=O)c1cc(=O)c2c(O)cccc2o1)Cc1ccccc1,25.8,%,=,CHEMBL3398319
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1ccccc1CN(C)CCCNC(=O)c1cc(=O)c2c(O)cccc2o1,23.8,%,=,CHEMBL3398320
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1ccccc1CN(C)CCCCNC(=O)c1cc(=O)c2c(O)cccc2o1,24.1,%,=,CHEMBL3398321
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCNC(=O)c1cc(=O)c2c(O)cccc2o1)Cc1ccccc1OC,35.2,%,=,CHEMBL3398322
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cccc2o1)Cc1ccccc1OC,48.3,%,=,CHEMBL3398323
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cccc2o1)Cc1ccccc1OC,55.6,%,=,CHEMBL3398324
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,5.0,%,<,CHEMBL502
Inhibition of Cu2+-mediated aggregation of amyloid beta (1-42) (unknown origin) at 25 uM after 24 hrs by thioflavin T fluorescence-based fluorimetric method,Inhibition,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,58.0,%,=,CHEMBL116438
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCN2CCC(Cc3ccccc3)CC2)cc(OC)c1OC,74.99,%,=,CHEMBL3397872
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCCN2CCC(Cc3ccccc3)CC2)cc(OC)c1OC,78.22,%,=,CHEMBL3397873
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCCCN2CCC(Cc3ccccc3)CC2)cc(OC)c1OC,85.41,%,=,CHEMBL3397874
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1ccc(CNCCN2CCC(Cc3ccccc3)CC2)cc1OC,54.68,%,=,CHEMBL3397875
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1ccc(CNCCCN2CCC(Cc3ccccc3)CC2)cc1OC,84.37,%,=,CHEMBL3397054
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1ccc(CNCCCCN2CCC(Cc3ccccc3)CC2)cc1OC,80.74,%,=,CHEMBL3397876
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCN2CCC(Cc3ccccc3)CC2)ccc1O,84.37,%,=,CHEMBL3397877
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCCN2CCC(Cc3ccccc3)CC2)ccc1O,88.04,%,=,CHEMBL3397878
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCCCN2CCC(Cc3ccccc3)CC2)ccc1O,71.35,%,=,CHEMBL3397879
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,c1ccc(CC2CCN(CCNCc3cccnc3)CC2)cc1,84.37,%,=,CHEMBL3397880
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,c1ccc(CC2CCN(CCCNCc3cccnc3)CC2)cc1,88.81,%,=,CHEMBL3397881
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,c1ccc(CC2CCN(CCCCNCc3cccnc3)CC2)cc1,78.64,%,=,CHEMBL3397882
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCN2CCN(Cc3ccccc3)CC2)cc(OC)c1OC,75.51,%,=,CHEMBL3397883
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCCN2CCN(Cc3ccccc3)CC2)cc(OC)c1OC,79.68,%,=,CHEMBL3397884
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCCCN2CCN(Cc3ccccc3)CC2)cc(OC)c1OC,80.42,%,=,CHEMBL3397885
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1ccc(CNCCN2CCN(Cc3ccccc3)CC2)cc1OC,80.72,%,=,CHEMBL3397886
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1ccc(CNCCCN2CCN(Cc3ccccc3)CC2)cc1OC,79.68,%,=,CHEMBL3397887
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1ccc(CNCCCCN2CCN(Cc3ccccc3)CC2)cc1OC,67.7,%,=,CHEMBL3397888
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCN2CCN(Cc3ccccc3)CC2)ccc1O,71.87,%,=,CHEMBL3397889
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCCN2CCN(Cc3ccccc3)CC2)ccc1O,67.18,%,=,CHEMBL3397890
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCCCN2CCN(Cc3ccccc3)CC2)ccc1O,72.39,%,=,CHEMBL3397894
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,c1ccc(CN2CCN(CCNCc3cccnc3)CC2)cc1,56.77,%,=,CHEMBL3397893
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,c1ccc(CN2CCN(CCCNCc3cccnc3)CC2)cc1,63.01,%,=,CHEMBL3397891
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,c1ccc(CN2CCN(CCCCNCc3cccnc3)CC2)cc1,69.27,%,=,CHEMBL3397892
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc(OC)c1OC,68.74,%,=,CHEMBL3397895
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc(OC)c1OC,68.22,%,=,CHEMBL3397896
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc(OC)c1OC,57.29,%,=,CHEMBL3397897
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1ccc(CNCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc1OC,67.62,%,=,CHEMBL3397898
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1ccc(CNCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc1OC,65.62,%,=,CHEMBL3397899
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1ccc(CNCCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc1OC,57.81,%,=,CHEMBL3397900
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)ccc1O,43.54,%,=,CHEMBL3397901
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)ccc1O,54.16,%,=,CHEMBL3397902
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,COc1cc(CNCCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)ccc1O,42.18,%,=,CHEMBL3397903
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,c1ccc(C(CN2CCN(CCNCc3cccnc3)CC2)c2ccccc2)cc1,60.41,%,=,CHEMBL3397904
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,c1ccc(C(CN2CCN(CCCNCc3cccnc3)CC2)c2ccccc2)cc1,55.41,%,=,CHEMBL3397905
Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Inhibition,c1ccc(C(CN2CCN(CCCCNCc3cccnc3)CC2)c2ccccc2)cc1,57.49,%,=,CHEMBL3397906
Ratio of curcumin to compound for self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Ratio,COc1cc(CNCCCN2CCC(Cc3ccccc3)CC2)cc(OC)c1OC,1.51,,=,CHEMBL3397873
Ratio of curcumin to compound for self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Ratio,COc1cc(CNCCCCN2CCC(Cc3ccccc3)CC2)cc(OC)c1OC,1.51,,=,CHEMBL3397874
Ratio of curcumin to compound for self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Ratio,COc1ccc(CNCCCN2CCC(Cc3ccccc3)CC2)cc1OC,1.51,,=,CHEMBL3397054
Ratio of curcumin to compound for self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Ratio,COc1ccc(CNCCCCN2CCC(Cc3ccccc3)CC2)cc1OC,1.51,,=,CHEMBL3397876
Ratio of curcumin to compound for self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Ratio,COc1cc(CNCCN2CCC(Cc3ccccc3)CC2)ccc1O,1.51,,=,CHEMBL3397877
Ratio of curcumin to compound for self-mediated amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 48 hrs by thioflavin T fluorescence assay relative to control,Ratio,COc1cc(CNCCCN2CCC(Cc3ccccc3)CC2)ccc1O,1.51,,=,CHEMBL3397878
